Symbol	H358.siNeg.1	H358.siNeg.2	H358.siNeg.3	H358.siKRAS.1	H358.siKRAS.2	H358.siKRAS.3	H358.siUHRF1.1	H358.siUHRF1.2	H358.siUHRF1.3	A549.siNeg.1	A549.siNeg.2	A549.siNeg.3	A549.siKRAS.1	A549.siKRAS.2	A549.siKRAS.3	A549.siUHRF1.1	A549.siUHRF1.2	A549.siUHRF1.3
AC024075.2	0.885289701	0.640699317	0.683459178	0.907967689	0.837535308	1.320349004	0.393423822	0.759002282	0.580850778	1.336422321	1.118984607	1.358564192	1.978267718	1.953661739	2.317552724	1.459147423	1.491012033	1.62077698
NA	1.555181862	2.011405231	1.839596557	2.579012534	2.756950567	2.38267628	2.05527298	2.078457942	2.252429085	0.106501029	0.215206228	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
AC007842.1	2.121456606	2.174476122	1.877881132	2.579012534	2.61208324	2.661486618	2.211014914	2.315011059	2.419972516	1.127229954	1.226787376	0.829200736	1.393812309	1.437317453	1.669504701	1.389995149	1.491012033	1.445026459
AP001160.3	2.07823759	1.802800257	1.780194642	2.009284947	2.326536706	2.330481044	1.734264064	1.851139113	1.739781684	0.742530866	0.316291437	0.598525496	0.841980914	1.164792706	1.310092134	1.160105045	0.50940533	0.735083696
FBXO17	2.943031853	2.94684067	2.826233962	3.066031479	3.203780911	2.942182361	3.03270099	2.895090937	2.629902688	3.530803944	3.494617444	3.889066376	3.547910496	3.487429682	3.535905191	3.571162523	3.462003809	3.572114448
ZSCAN16-AS1	2.142590096	2.174476122	2.22834703	2.270712152	2.062279569	2.257813394	1.857269838	1.823520149	1.91033484	3.397160945	3.526612783	3.565651881	3.425084124	3.378481414	3.349910518	3.676552286	3.477061515	3.064594369
MAGIX	1.787594912	1.922392718	1.780194642	2.466085668	2.230540419	2.312654388	2.334731715	2.169027808	1.877799173	2.080491502	2.206443616	2.375630038	2.181667638	2.366112374	2.507500107	2.013019718	2.357042406	2.274722785
IKBKG	3.367772573	3.278100565	3.366890047	3.462570324	3.436721987	3.32666579	3.316160357	3.3274798	3.267026732	3.952118511	4.080378093	3.863272976	3.376187354	3.956755966	3.786958402	3.941118648	3.890930359	3.979441508
ZNF587B	5.751071067	5.731268705	5.645804715	5.423424911	5.552391162	5.581843382	5.428473928	5.585175497	5.610462728	3.991295992	3.92899594	4.019345346	3.688056512	3.457132	3.643938724	3.841036034	3.999200635	3.668645564
PTOV1-AS2	2.679436104	3.096752793	2.671368762	1.935791531	2.148861628	2.239059811	2.464238904	2.35414415	2.226823214	1.51908749	1.32709183	1.888281344	1.519216435	1.66645067	1.475192815	1.074544242	1.710757593	1.244856696
AC011497.2	1.81418077	1.827525003	1.780194642	1.498836373	1.42820432	1.519979527	1.512637177	1.645686447	1.273688132	1.826926705	1.883052455	1.782159848	1.634586388	1.864130756	1.714252138	1.867983691	1.30100897	1.564539233
ITGB1P1	0.934588684	0.695453641	0.846781899	0.745412695	0.784432436	0.862211946	0.884805885	1.368306199	0.872651265	1.959272694	1.947500976	2.194417454	2.103714068	2.366112374	1.993763095	2.607661037	2.290411756	2.501331763
RAB11B-AS1	0.343969826	0.583784652	0.49925859	0.610221741	0.986035752	0.707101497	0.576451201	0.279099791	0.315288897	2.051128217	2.125186121	1.921988631	2.021306606	1.164792706	1.367250926	1.317360605	1.658878784	1.445026459
TMEM185A	3.446357302	3.4391772	3.451828426	3.581797588	3.536446372	3.502077164	3.358426805	3.651888763	3.410406724	3.919992029	4.065934983	3.897562706	4.218475812	4.100900234	4.524998514	4.402636678	4.40557568	4.452039798
RPARP-AS1	2.574485144	2.604604656	2.592985546	2.727949244	2.875953022	3.010123676	2.448672157	2.254246161	2.486219711	2.725848101	2.870177261	2.661582061	2.518519077	2.078330849	2.258348946	2.446718191	2.147141016	2.165532012
AC005498.3	1.315703472	1.190798683	1.33362723	2.027087864	2.190278981	2.058311681	1.809318557	1.329560554	1.703110811	0.216395805	0.215206228	0.21924574	0.106501029	0.106501029	0.106501029	0.415731226	0.253663081	0.106501029
NBPF9	4.714079773	4.739193176	4.606973797	4.68482058	4.630958544	4.535391007	4.541349505	4.751477777	4.823709868	4.807564856	4.778666333	4.904734353	5.605366323	5.514478379	5.688828432	5.120636528	5.146276514	5.14603647
SLC25A53	2.263275262	2.338281122	2.272125315	2.2855796	2.039797071	2.330481044	1.809318557	2.054898314	1.626848399	3.156437785	2.870177261	2.998190339	2.577384865	2.46077372	2.697780557	3.632324479	2.871824484	3.289427131
ZIM2-AS1	3.798946316	3.848484597	3.712352926	1.878105291	1.921808222	1.749323734	4.057651952	4.017531329	4.255398669	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
KCNQ1OT1	2.033683766	2.320972384	1.36091495	1.897591452	2.148861628	2.220059237	1.83349341	2.006592457	2.062840261	0.94766525	1.374744602	1.202741116	1.519216435	1.087782158	1.919272237	1.917966734	1.710757593	1.674904523
AC022150.4	3.997596256	4.102580491	3.932949881	3.545200368	3.64469675	3.517722213	3.793774715	3.750514757	3.831562181	1.127229954	1.061903804	1.667608073	1.457876514	1.087782158	1.123626143	1.317360605	1.54916509	1.445026459
ZNF528-AS1	4.037631265	4.077031985	3.829307873	4.81861364	4.638459491	4.798149911	3.671700245	3.999132272	3.848451424	0.587539132	0.499412235	0.21924574	0.106501029	0.254779728	0.23490025	0.106501029	0.726566409	0.515351152
IPO5P1	1.76050992	2.032825954	1.585733009	3.108457253	3.04351965	2.821313454	1.992243826	1.851139113	2.033601664	0.216395805	0.582934965	0.106501029	0.742604497	0.389228852	0.461788572	0.106501029	0.50940533	0.629396737
EGLN2	1.915880091	2.26776419	2.038601638	2.240509567	2.148861628	2.433048894	1.809318557	1.707432265	2.062840261	1.681202328	1.173892678	1.146821411	1.933905297	1.909590652	2.132113069	1.459147423	1.367162993	1.381339945
SNHG8	5.376047056	5.483500364	5.363328925	5.626839338	5.601190174	5.633019156	5.244638719	5.329415892	5.338909999	6.512822506	6.526025486	6.553446979	6.297044367	6.245933687	6.231371899	6.524402428	6.674197912	6.794548278
AL513477.1	2.664902506	2.453954631	2.638296013	2.41291137	1.993752885	2.330481044	2.135244511	2.373319705	2.17420636	1.336422321	1.277811145	1.088646519	1.022290817	0.512209452	0.830331473	0.106501029	0.824004222	0.629396737
AL606834.1	1.073118257	1.3357269	1.158083094	1.088367974	1.162890018	1.247156	1.177011323	1.289745554	1.273688132	2.392887419	2.403106403	2.274882048	2.25562417	1.66645067	1.422231156	2.058296418	2.357042406	2.005764418
AF131215.6	1.278000606	1.435603398	1.53871357	1.420178811	1.622272506	1.209118193	1.177011323	1.329560554	0.937229976	1.286898701	1.420873582	1.028026869	1.741409645	1.307480517	1.799786878	1.160105045	1.430416092	1.012369918
AL049840.4	2.356665584	2.485369453	2.272125315	1.776519486	1.819936397	1.610308926	2.095812798	2.101639008	2.350536288	1.642349255	2.009193128	1.667608073	0.635873028	0.92021034	1.52627889	1.706720474	1.658878784	1.506020046
AL049840.5	2.736149192	2.320972384	2.615818654	1.711947068	1.738515431	1.992653798	2.334731715	2.410922733	2.507642928	2.021154862	1.978676785	1.818407976	1.104643653	1.087782158	0.984419226	1.074544242	1.367162993	1.314711684
AC010969.2	1.490717694	1.403073485	1.277452812	1.248696874	1.357245356	1.320349004	1.419884883	1.329560554	1.461047744	1.336422321	1.226787376	1.744977452	2.063098651	1.909590652	2.132113069	1.867983691	1.94538633	1.62077698
AL627309.7	1.646779277	1.403073485	1.305813413	1.597456488	1.357245356	1.876112811	1.512637177	1.478665463	1.66548346	0.106501029	0.106501029	0.106501029	0.258132838	0.254779728	0.106501029	0.106501029	0.253663081	0.106501029
AL513318.1	1.61688835	1.529010957	1.277452812	1.897591452	2.190278981	1.876112811	1.177011323	1.878239257	1.461047744	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.269385445	0.106501029	0.106501029
NA	2.558848908	2.303453459	2.342260461	1.935791531	1.766169479	2.036756037	1.681966798	1.795362109	2.119597631	2.296081658	2.693540704	2.681398896	2.488160269	2.490995814	2.557474256	2.412257202	2.596487172	2.643846638
AL133467.4	1.94022295	2.155072164	2.055402489	1.797416958	2.062279569	1.876112811	2.095812798	1.707432265	1.973284373	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
AC009061.2	1.239285927	0.640699317	1.219002194	1.218024896	1.162890018	1.046067054	0.576451201	1.024588271	1.115245293	1.47554337	0.73673924	0.756331552	0.520610139	0.625525211	0.657796405	1.074544242	1.30100897	1.094099626
AC127502.2	0.934588684	1.152171736	0.846781899	0.562188353	0.26995962	0.707101497	1.058946184	0.871168188	0.734115951	3.300651309	3.273622537	3.29685372	3.123142237	2.835251738	2.998412434	3.115824615	3.711574829	3.323714647
NA	0.982258564	1.029668765	0.807651673	0.787800543	0.888752758	1.046067054	1.21431267	1.478665463	1.322858078	1.826926705	2.125186121	1.70681135	1.688986497	1.237899936	1.52627889	2.226404759	1.988057649	2.005764418
MIR222HG	1.94022295	2.032825954	1.718241475	1.991259593	1.897006677	1.801383934	1.45146954	1.645686447	2.062840261	1.602420806	1.277811145	1.4538179	1.104643653	0.730585156	0.657796405	0.548589482	0.915275493	0.629396737
AC004918.3	1.423237785	1.529010957	1.219002194	1.365252149	1.203912235	1.28421662	1.354562241	0.816175038	1.416439241	1.127229954	1.277811145	1.146821411	1.104643653	1.006427856	0.830331473	0.886507987	1.30100897	1.17144647
NCBP2AS2	5.449962086	5.43203029	5.645804715	5.295223991	5.260752469	5.264758483	5.249138855	5.195770169	5.167805722	4.073915186	4.073174612	4.065318695	3.647423387	4.081169169	3.818042473	3.676552286	3.659725934	3.655244589
NA	0.982258564	1.265081901	1.305813413	1.278730311	1.282614914	1.046067054	0.884805885	1.248800493	0.805045832	1.336422321	0.940484665	0.898565653	1.634586388	1.437317453	1.310092134	1.317360605	1.430416092	1.445026459
AC097359.2	1.732906693	1.752042075	1.653508035	1.733793914	1.921808222	1.749323734	1.627702234	1.645686447	1.504318211	1.990545545	2.125186121	2.079635713	1.022290817	1.006427856	1.250574984	1.648695218	0.915275493	1.564539233
NBPF8	3.155465856	3.398501221	2.920950809	3.442810501	3.366191109	3.707027524	3.462853215	3.40406518	3.669941662	2.965041582	2.950996377	3.176338994	3.342643852	2.881616178	3.069022785	3.315502064	3.160038106	3.181386129
POC1B-AS1	1.457372238	1.699432747	1.718241475	1.597456488	1.622272506	1.639204176	1.320757228	1.289745554	1.3704073	0.667115384	0.73673924	0.598525496	1.022290817	1.006427856	0.56311869	0.269385445	0.50940533	0.256032355
HMGN3-AS1	1.67606345	1.777644382	2.136591538	2.329284186	1.993752885	2.200805078	1.734264064	1.676889662	1.703110811	0.587539132	0.499412235	0.421313813	0.742604497	0.625525211	0.657796405	0.782421682	0.622068028	0.629396737
AC010680.2	1.840285557	1.827525003	1.413989162	2.096180745	1.897006677	2.058311681	1.599784847	1.795362109	1.461047744	0.216395805	0.215206228	0.512638893	0.258132838	0.512209452	0.352800078	0.269385445	0.50940533	0.515351152
NBPF14	2.620402045	2.792141506	2.592985546	3.141521869	2.863205017	2.987830199	2.692857748	2.784841956	2.778298961	3.128594887	2.935190696	3.257790122	3.290819334	3.42618437	3.700636377	3.370387254	3.462003809	3.572114448
TAF15	8.009326391	7.980163502	8.064665569	7.646187176	7.635324633	7.611631943	7.872928491	7.838065508	7.9317098	8.390338958	8.456676203	8.413866021	7.757836088	7.735919435	7.841458769	7.753845822	7.907920865	7.934142224
AC079610.1	1.028403576	1.403073485	1.439811593	1.473090762	1.946190597	1.639204176	1.058946184	1.024588271	1.222783064	0.413869602	0.41075532	0.21924574	0.258132838	0.106501029	0.23490025	0.106501029	0.387193635	0.256032355
YTHDF3-AS1	1.67606345	1.644832124	1.820066421	1.392976862	1.56043899	1.456456556	1.250673838	1.478665463	1.273688132	0.882475045	1.277811145	0.898565653	0.258132838	0.512209452	0.746641634	0.415731226	1.082131725	1.012369918
AC005034.3	2.843295725	2.924094026	2.939170195	3.048705558	3.04351965	2.942182361	2.855158826	2.895090937	2.830235048	3.701161066	3.880300396	3.810260088	3.840028596	3.709311936	3.744442916	4.011872487	4.07042818	3.69507976
AC010326.4	1.586364992	1.369793133	1.387696106	1.66723512	1.738515431	1.667532037	1.387593242	1.581179353	1.91033484	0.667115384	1.226787376	1.088646519	1.256460877	1.087782158	1.367250926	0.983587454	1.491012033	1.564539233
LINC00221	4.156676323	4.107636346	4.253630688	3.937608937	3.896925451	3.910354294	4.016009672	4.308989763	4.299055056	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
AC016727.1	1.457372238	1.529010957	1.248523498	2.009284947	1.871771297	1.900186323	1.099384347	0.975239064	0.937229976	1.561355754	1.744816841	1.406977042	2.548252185	2.037959762	2.374422429	1.317360605	1.856059862	1.873138453
H4C14	1.840285557	1.967585361	1.95153094	2.54234369	2.344992588	2.365486836	2.095812798	1.707432265	2.003758219	0.216395805	0.316291437	0.512638893	0.635873028	0.730585156	0.746641634	0.269385445	0.50940533	0.515351152
RASL10B	0.106501029	0.185134293	0.34382033	0.610221741	0.26995962	0.593579473	0.326863692	0.358226616	0.409346624	1.602420806	1.46557321	1.744977452	2.740811849	2.229385397	1.956998387	2.667326234	2.702787745	2.697131191
LPP-AS2	1.732906693	1.435603398	1.585733009	2.17813868	2.106220019	1.826726093	1.320757228	1.851139113	1.461047744	1.51908749	1.420873582	1.4538179	1.840865627	1.556428243	1.757653315	2.058296418	1.54916509	1.727074512
AC016355.1	1.61688835	1.616736826	1.858865835	2.112949043	2.039797071	2.121111057	1.45146954	1.442808916	1.587150163	0.503316051	0.215206228	0.21924574	0.742604497	0.254779728	0.746641634	0.548589482	0.253663081	0.515351152
NA	1.787594912	1.752042075	1.46517995	1.278730311	1.42820432	1.456456556	1.627702234	1.478665463	1.222783064	0.882475045	0.582934965	0.598525496	0.395332513	0.625525211	0.461788572	0.782421682	0.824004222	0.515351152
AC008555.4	1.76050992	2.155072164	1.653508035	2.044673768	2.127698362	2.161508281	2.154563441	2.054898314	2.17420636	0.413869602	0.41075532	0.323814669	0.395332513	0.389228852	0.746641634	0.67023785	0.387193635	0.833554044
AC018647.2	5.376047056	5.267850612	5.265643903	5.456647608	5.558334946	5.441253718	5.302073251	5.214498487	5.274758452	3.275480284	2.674626764	3.090012718	3.605612593	3.441741167	3.596919579	3.115824615	3.178579153	3.199964231
AP000526.1	1.073118257	0.986408476	0.993481327	1.308151253	1.766169479	1.088589729	1.286141056	1.163250115	1.05831301	0.667115384	0.875714786	0.512638893	1.022290817	0.730585156	1.123626143	0.67023785	0.387193635	0.735083696
AC004130.2	1.915880091	1.725977205	1.759837764	2.357701946	2.596763146	2.743612178	1.655089635	1.823520149	1.504318211	1.959272694	1.978676785	1.888281344	1.578054348	1.498101742	1.956998387	1.917966734	2.220554142	2.34317995
ARMCX5-GPRASP2	1.787594912	1.435603398	1.439811593	1.858352327	1.766169479	1.826726093	1.903678483	1.645686447	1.66548346	1.51908749	1.420873582	1.54317013	2.181667638	2.078330849	2.196611273	1.706720474	1.856059862	1.777423611
TMCC1-AS1	1.61688835	1.30083677	1.387696106	1.573426245	1.203912235	1.550722036	1.017341788	1.072305109	1.222783064	1.681202328	2.25817914	2.194417454	2.688366574	2.605924969	2.455732574	1.588238029	1.430416092	2.376227719
SRXN1	0.190076342	0.524532146	0.594296688	0.294634165	0.612281144	0.263213336	0.73885119	0.504541883	0.497645703	1.927306903	2.125186121	2.221740678	1.791994499	1.996426365	1.367250926	1.867983691	1.710757593	2.005764418
AL117336.2	0.669294396	0.941810789	0.449283779	1.524130585	1.120667133	0.862211946	0.73885119	0.924141835	0.734115951	1.430643969	1.173892678	1.202741116	1.578054348	1.373859095	1.475192815	1.816206615	1.80923316	1.506020046
HTATSF1P2	1.67606345	1.699432747	1.780194642	1.420178811	1.282614914	1.456456556	1.809318557	1.823520149	2.003758219	2.949210997	2.802095242	2.830835949	3.142764845	3.260628662	3.349910518	3.07234477	3.462003809	2.892530679
AL451085.2	1.523309806	1.403073485	1.277452812	1.838325152	1.681564414	2.100480181	1.45146954	1.289745554	1.05831301	0.318508807	0.316291437	0.421313813	0.395332513	0.254779728	0.657796405	0.548589482	0.50940533	0.106501029
NBPF19	3.599407793	3.668598086	3.41974887	3.825085119	3.799921009	3.886451261	3.737235274	3.651888763	3.571656773	3.498535799	3.638208166	3.431665574	3.518170272	3.132285278	3.560621449	3.774764605	3.773870614	3.55778151
NBPF10	2.263275262	2.372287801	2.22834703	2.2855796	2.190278981	2.312654388	2.173627088	2.233408825	2.226823214	1.826926705	2.17986308	2.274882048	1.840865627	1.817191664	2.346267777	2.144797783	2.481726693	2.408535385
NA	2.510896927	2.469747548	2.396012684	2.822732608	2.642243846	2.730245146	2.494877383	2.518186183	2.880366255	3.128594887	3.057037871	2.933559039	3.425084124	2.970101004	3.560621449	2.480375193	2.650616291	3.044175667
CCL5	2.204194264	2.011405231	2.136591538	1.365252149	1.56043899	1.639204176	2.990321482	3.13867422	2.760562973	2.416106895	2.470452575	2.109198575	1.32677054	1.373859095	0.90943155	1.648695218	1.605064621	1.381339945
Z83843.1	0.934588684	1.190798683	0.547560081	1.278730311	1.282614914	1.170050267	0.73885119	0.816175038	0.937229976	1.47554337	1.631688854	1.146821411	1.840865627	1.556428243	2.196611273	1.525136103	1.231675095	2.239236233
LIX1L	1.278000606	1.112482065	0.993481327	0.51250049	0.888752758	0.651456792	1.017341788	0.871168188	0.65951768	5.53371825	5.54928605	5.506037503	5.227586306	4.998177848	5.242381581	5.099132781	5.17887466	5.150819046
MILR1	3.758450183	3.947677281	3.932949881	3.442810501	3.462306742	3.571181242	4.062773729	4.088867173	3.914098035	1.336422321	1.551020586	1.358564192	1.32677054	1.164792706	1.188496459	1.867983691	1.760835432	1.727074512
AC112220.2	2.010880028	2.249582922	2.136591538	1.897591452	2.127698362	2.239059811	2.075685281	1.737341647	2.464473569	1.127229954	1.118984607	1.358564192	0.395332513	0.512209452	1.055701058	1.240874397	1.001114505	0.925730642
IRF2-DT	2.494552089	2.618839317	2.30058981	2.940138906	2.985883018	2.846310935	2.448672157	2.585506122	2.528752671	0.587539132	0.940484665	1.028026869	0.742604497	1.164792706	1.123626143	0.983587454	0.622068028	0.833554044
AC008608.2	1.352446066	1.228418337	1.675410169	1.573426245	1.243800187	1.610308926	1.250673838	1.368306199	1.115245293	1.010036657	0.582934965	0.829200736	0.635873028	0.625525211	0.352800078	0.415731226	0.726566409	0.833554044
AL355802.3	1.315703472	1.403073485	0.993481327	0.828978458	1.032322974	1.046067054	1.058946184	0.871168188	0.65951768	1.861168695	1.815589691	1.585853203	1.634586388	1.612488015	1.123626143	2.013019718	1.988057649	1.962896308
AL118558.3	1.388276093	1.403073485	1.53871357	1.878105291	1.738515431	1.749323734	1.017341788	1.11849412	1.170015923	0.587539132	0.807899814	0.512638893	0.258132838	0.512209452	0.56311869	0.269385445	0.50940533	0.515351152
